"timestamp [UTC]",itemType,customDimensions,"operation_Name","operation_Id","operation_ParentId",id,target,duration
"4/15/2026, 5:53:04.025 PM",dependency,"{""gen_ai.operation.name"":""chat"",""gen_ai.agent.name"":""null"",""gen_ai.agent.id"":""null"",""gen_ai.provider.name"":""azure.ai.openai"",""gen_ai.conversation.id"":""null"",""custom_attrs.additional_properties"":""AGENT_ID:aed-12e,AGENT_VERSION:V2"",""custom_attrs.operation_name"":""null"",""custom_attrs.otel_sink_server"":""localhost"",""custom_attrs.service_name"":""null"",""custom_attrs.trace_link"":""1dc51e1e-c62d-4fa6-b866-76eef265595d"",""custom_endpoint.dac_input"":""null"",""custom_endpoint.dac_output"":""null"",""custom_endpoint.input"":""null"",""custom_endpoint.name"":""null"",""custom_endpoint.output"":""null"",""custom_function.additional_attrs"":""null"",""custom_function.dac_input"":""null"",""custom_function.dac_output"":""null"",""custom_function.input"":""null"",""custom_function.name"":""null"",""custom_function.output"":""null"",""edge_group.delivered"":""null"",""edge_group.delivery.status"":""null"",""edge_group.id"":""null"",""edge_group.type"":""null"",""executor.id"":""null"",""executor.type"":""null"",""gen_ai.client.operation.duration"":""1.707966360001592"",""gen_ai.request.body.preview"":""null"",""gen_ai.request.choice.count"":""1"",""gen_ai.request.model"":""gpt-4o-mini"",""gen_ai.request.temperature"":""0.1"",""gen_ai.request.top_p"":""0.9"",""gen_ai.response.finish_reasons"":""[\""stop\""]"",""gen_ai.response.id"":""chatcmpl-DUyi8yERGlVO3dsPiUKFxwH65dne2"",""gen_ai.system.instructions"":""null"",""gen_ai.tool.call.arguments"":""null"",""gen_ai.tool.call.id"":""null"",""gen_ai.tool.call.result"":""null"",""gen_ai.tool.definitions"":""[{\""type\"": \""function\"", \""function\"": {\""name\"": \""genia_agent_dc_agent\"", \""description\"": \""Eres un agente especializado en obtener informaci\\u00f3n de comics de DC.\"", \""parameters\"": {\""properties\"": {\""publication_year\"": {\""description\"": \""A\\u00f1o de publicaci\\u00f3n del comic\"", \""title\"": \""Publication Year\"", \""type\"": \""integer\""}, \""superhero_name\"": {\""description\"": \""Nombre del superhero sobre el cual se quiere consultar\"", \""title\"": \""Superhero Name\"", \""type\"": \""string\""}}, \""required\"": [\""publication_year\"", \""superhero_name\""], \""title\"": \""genia_agent_dc_agent_input\"", \""type\"": \""object\""}}}, {\""type\"": \""function\"", \""function\"": {\""name\"": \""genia_agent_marvel_agent\"", \""description\"": \""Eres un agente especializado en obtener informaci\\u00f3n de comics de Marvel.\"", \""parameters\"": {\""properties\"": {\""publication_year\"": {\""description\"": \""A\\u00f1o de publicaci\\u00f3n del comic\"", \""title\"": \""Publication Year\"", \""type\"": \""integer\""}, \""superhero_name\"": {\""description\"": \""Nombre del superhero sobre el cual se quiere consultar\"", \""title\"": \""Superhero Name\"", \""type\"": \""string\""}}, \""required\"": [\""publication_year\"", \""superhero_name\""], \""title\"": \""genia_agent_marvel_agent_input\"", \""type\"": \""object\""}}}]"",""gen_ai.tool.description"":""null"",""gen_ai.tool.name"":""null"",""gen_ai.tool.type"":""null"",""gen_ai.usage.input_tokens"":""950"",""gen_ai.usage.output_tokens"":""97"",""instrumentationlibrary.name"":""agent_framework"",""otel.status_code"":""STATUS_CODE_UNSET"",""service.name"":""poc--dispatcher-agentes-credicorp"",""service.type"":""null"",""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.40.0"",""workflow.definition"":""null"",""workflow.id"":""null"",""instrumentationlibrary.version"":""1.0.0b260107""}",,6c1782946b1dc680211691f6abfd0a41,e3785aa7abd8ef5f,2fae02cf508d9750,"chat gpt-4o-mini","1711.109"
"4/15/2026, 5:52:46.027 PM",dependency,"{""gen_ai.operation.name"":""execute_tool"",""gen_ai.agent.name"":""null"",""gen_ai.agent.id"":""null"",""gen_ai.provider.name"":""null"",""gen_ai.conversation.id"":""null"",""custom_attrs.additional_properties"":""AGENT_ID:aed-12e,AGENT_VERSION:V2"",""custom_attrs.operation_name"":""null"",""custom_attrs.otel_sink_server"":""localhost"",""custom_attrs.service_name"":""null"",""custom_attrs.trace_link"":""1dc51e1e-c62d-4fa6-b866-76eef265595d"",""custom_endpoint.dac_input"":""null"",""custom_endpoint.dac_output"":""null"",""custom_endpoint.input"":""null"",""custom_endpoint.name"":""null"",""custom_endpoint.output"":""null"",""custom_function.additional_attrs"":""null"",""custom_function.dac_input"":""null"",""custom_function.dac_output"":""null"",""custom_function.input"":""null"",""custom_function.name"":""null"",""custom_function.output"":""null"",""edge_group.delivered"":""null"",""edge_group.delivery.status"":""null"",""edge_group.id"":""null"",""edge_group.type"":""null"",""executor.id"":""null"",""executor.type"":""null"",""gen_ai.client.operation.duration"":""null"",""gen_ai.request.body.preview"":""null"",""gen_ai.request.choice.count"":""null"",""gen_ai.request.model"":""null"",""gen_ai.request.temperature"":""null"",""gen_ai.request.top_p"":""null"",""gen_ai.response.finish_reasons"":""null"",""gen_ai.response.id"":""null"",""gen_ai.system.instructions"":""null"",""gen_ai.tool.call.arguments"":""{\""publication_year\"":1984,\""superhero_name\"":\""Wolverine\""}"",""gen_ai.tool.call.id"":""call_AvyXHLq1Ue8hyDUumTRX9fLD"",""gen_ai.tool.call.result"":""\""El resultado de la tool genia_agent_marvel_agent es {\\\""resumen\\\"": \\\""En esta historia, el superheroe lucha contra un grupo de villanos que quiere destruir el mundo\\\"", \\\""num_paginas\\\"": 10}\"""",""gen_ai.tool.definitions"":""null"",""gen_ai.tool.description"":""Eres un agente especializado en obtener información de comics de Marvel."",""gen_ai.tool.name"":""genia_agent_marvel_agent"",""gen_ai.tool.type"":""function"",""gen_ai.usage.input_tokens"":""null"",""gen_ai.usage.output_tokens"":""null"",""instrumentationlibrary.name"":""agent_framework"",""otel.status_code"":""STATUS_CODE_UNSET"",""service.name"":""poc--dispatcher-agentes-credicorp"",""service.type"":""null"",""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.40.0"",""workflow.definition"":""null"",""workflow.id"":""null"",""instrumentationlibrary.version"":""1.0.0b260107""}",,6c1782946b1dc680211691f6abfd0a41,e3785aa7abd8ef5f,c191dc1b97f2e702,"execute_tool genia_agent_marvel_agent","17997.842"
"4/15/2026, 5:52:44.940 PM",dependency,"{""gen_ai.operation.name"":""chat"",""gen_ai.agent.name"":""null"",""gen_ai.agent.id"":""null"",""gen_ai.provider.name"":""azure.ai.openai"",""gen_ai.conversation.id"":""null"",""custom_attrs.additional_properties"":""AGENT_ID:aed-12e,AGENT_VERSION:V2"",""custom_attrs.operation_name"":""null"",""custom_attrs.otel_sink_server"":""localhost"",""custom_attrs.service_name"":""null"",""custom_attrs.trace_link"":""1dc51e1e-c62d-4fa6-b866-76eef265595d"",""custom_endpoint.dac_input"":""null"",""custom_endpoint.dac_output"":""null"",""custom_endpoint.input"":""null"",""custom_endpoint.name"":""null"",""custom_endpoint.output"":""null"",""custom_function.additional_attrs"":""null"",""custom_function.dac_input"":""null"",""custom_function.dac_output"":""null"",""custom_function.input"":""null"",""custom_function.name"":""null"",""custom_function.output"":""null"",""edge_group.delivered"":""null"",""edge_group.delivery.status"":""null"",""edge_group.id"":""null"",""edge_group.type"":""null"",""executor.id"":""null"",""executor.type"":""null"",""gen_ai.client.operation.duration"":""1.0837006189976819"",""gen_ai.request.body.preview"":""null"",""gen_ai.request.choice.count"":""1"",""gen_ai.request.model"":""gpt-4o-mini"",""gen_ai.request.temperature"":""0.1"",""gen_ai.request.top_p"":""0.9"",""gen_ai.response.finish_reasons"":""[\""tool_calls\""]"",""gen_ai.response.id"":""chatcmpl-DUyhpMc6FiBegdd7JFcK1zx4QI8Tp"",""gen_ai.system.instructions"":""null"",""gen_ai.tool.call.arguments"":""null"",""gen_ai.tool.call.id"":""null"",""gen_ai.tool.call.result"":""null"",""gen_ai.tool.definitions"":""[{\""type\"": \""function\"", \""function\"": {\""name\"": \""genia_agent_dc_agent\"", \""description\"": \""Eres un agente especializado en obtener informaci\\u00f3n de comics de DC.\"", \""parameters\"": {\""properties\"": {\""publication_year\"": {\""description\"": \""A\\u00f1o de publicaci\\u00f3n del comic\"", \""title\"": \""Publication Year\"", \""type\"": \""integer\""}, \""superhero_name\"": {\""description\"": \""Nombre del superhero sobre el cual se quiere consultar\"", \""title\"": \""Superhero Name\"", \""type\"": \""string\""}}, \""required\"": [\""publication_year\"", \""superhero_name\""], \""title\"": \""genia_agent_dc_agent_input\"", \""type\"": \""object\""}}}, {\""type\"": \""function\"", \""function\"": {\""name\"": \""genia_agent_marvel_agent\"", \""description\"": \""Eres un agente especializado en obtener informaci\\u00f3n de comics de Marvel.\"", \""parameters\"": {\""properties\"": {\""publication_year\"": {\""description\"": \""A\\u00f1o de publicaci\\u00f3n del comic\"", \""title\"": \""Publication Year\"", \""type\"": \""integer\""}, \""superhero_name\"": {\""description\"": \""Nombre del superhero sobre el cual se quiere consultar\"", \""title\"": \""Superhero Name\"", \""type\"": \""string\""}}, \""required\"": [\""publication_year\"", \""superhero_name\""], \""title\"": \""genia_agent_marvel_agent_input\"", \""type\"": \""object\""}}}]"",""gen_ai.tool.description"":""null"",""gen_ai.tool.name"":""null"",""gen_ai.tool.type"":""null"",""gen_ai.usage.input_tokens"":""864"",""gen_ai.usage.output_tokens"":""29"",""instrumentationlibrary.name"":""agent_framework"",""otel.status_code"":""STATUS_CODE_UNSET"",""service.name"":""poc--dispatcher-agentes-credicorp"",""service.type"":""null"",""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.40.0"",""workflow.definition"":""null"",""workflow.id"":""null"",""instrumentationlibrary.version"":""1.0.0b260107""}",,6c1782946b1dc680211691f6abfd0a41,e3785aa7abd8ef5f,352733943388c3c0,"chat gpt-4o-mini","1086.43"
"4/15/2026, 5:52:44.885 PM",dependency,"{""gen_ai.operation.name"":""invoke_agent"",""gen_ai.agent.name"":""genia_agent"",""gen_ai.agent.id"":""aebca664-587b-449f-bcfc-68aac2263c12"",""gen_ai.provider.name"":""microsoft.agent_framework"",""gen_ai.conversation.id"":""null"",""custom_attrs.additional_properties"":""AGENT_ID:aed-12e,AGENT_VERSION:V2"",""custom_attrs.operation_name"":""null"",""custom_attrs.otel_sink_server"":""localhost"",""custom_attrs.service_name"":""null"",""custom_attrs.trace_link"":""1dc51e1e-c62d-4fa6-b866-76eef265595d"",""custom_endpoint.dac_input"":""null"",""custom_endpoint.dac_output"":""null"",""custom_endpoint.input"":""null"",""custom_endpoint.name"":""null"",""custom_endpoint.output"":""null"",""custom_function.additional_attrs"":""null"",""custom_function.dac_input"":""null"",""custom_function.dac_output"":""null"",""custom_function.input"":""null"",""custom_function.name"":""null"",""custom_function.output"":""null"",""edge_group.delivered"":""null"",""edge_group.delivery.status"":""null"",""edge_group.id"":""null"",""edge_group.type"":""null"",""executor.id"":""null"",""executor.type"":""null"",""gen_ai.client.operation.duration"":""null"",""gen_ai.request.body.preview"":""null"",""gen_ai.request.choice.count"":""1"",""gen_ai.request.model"":""gpt-4o-mini"",""gen_ai.request.temperature"":""0.1"",""gen_ai.request.top_p"":""0.9"",""gen_ai.response.finish_reasons"":""[\""stop\""]"",""gen_ai.response.id"":""chatcmpl-DUyi8yERGlVO3dsPiUKFxwH65dne2"",""gen_ai.system.instructions"":""null"",""gen_ai.tool.call.arguments"":""null"",""gen_ai.tool.call.id"":""null"",""gen_ai.tool.call.result"":""null"",""gen_ai.tool.definitions"":""[{\""type\"": \""function\"", \""function\"": {\""name\"": \""genia_agent_dc_agent\"", \""description\"": \""Eres un agente especializado en obtener informaci\\u00f3n de comics de DC.\"", \""parameters\"": {\""properties\"": {\""publication_year\"": {\""description\"": \""A\\u00f1o de publicaci\\u00f3n del comic\"", \""title\"": \""Publication Year\"", \""type\"": \""integer\""}, \""superhero_name\"": {\""description\"": \""Nombre del superhero sobre el cual se quiere consultar\"", \""title\"": \""Superhero Name\"", \""type\"": \""string\""}}, \""required\"": [\""publication_year\"", \""superhero_name\""], \""title\"": \""genia_agent_dc_agent_input\"", \""type\"": \""object\""}}}, {\""type\"": \""function\"", \""function\"": {\""name\"": \""genia_agent_marvel_agent\"", \""description\"": \""Eres un agente especializado en obtener informaci\\u00f3n de comics de Marvel.\"", \""parameters\"": {\""properties\"": {\""publication_year\"": {\""description\"": \""A\\u00f1o de publicaci\\u00f3n del comic\"", \""title\"": \""Publication Year\"", \""type\"": \""integer\""}, \""superhero_name\"": {\""description\"": \""Nombre del superhero sobre el cual se quiere consultar\"", \""title\"": \""Superhero Name\"", \""type\"": \""string\""}}, \""required\"": [\""publication_year\"", \""superhero_name\""], \""title\"": \""genia_agent_marvel_agent_input\"", \""type\"": \""object\""}}}]"",""gen_ai.tool.description"":""null"",""gen_ai.tool.name"":""null"",""gen_ai.tool.type"":""null"",""gen_ai.usage.input_tokens"":""null"",""gen_ai.usage.output_tokens"":""null"",""instrumentationlibrary.name"":""agent_framework"",""otel.status_code"":""STATUS_CODE_UNSET"",""service.name"":""poc--dispatcher-agentes-credicorp"",""service.type"":""null"",""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.40.0"",""workflow.definition"":""null"",""workflow.id"":""null"",""instrumentationlibrary.version"":""1.0.0b260107""}",,6c1782946b1dc680211691f6abfd0a41,a2fde0e6ae80396a,e3785aa7abd8ef5f,"invoke_agent genia_agent","20952.313"
"4/15/2026, 5:52:44.882 PM",dependency,"{""gen_ai.operation.name"":""null"",""gen_ai.agent.name"":""null"",""gen_ai.agent.id"":""null"",""_MS.links"":""[{\""operation_Id\"":\""6c1782946b1dc680211691f6abfd0a41\"",\""id\"":\""5c3181a8b3535d83\""}]"",""gen_ai.provider.name"":""null"",""gen_ai.conversation.id"":""null"",""custom_attrs.additional_properties"":""AGENT_ID:aed-12e,AGENT_VERSION:V2"",""custom_attrs.operation_name"":""null"",""custom_attrs.otel_sink_server"":""localhost"",""custom_attrs.service_name"":""null"",""custom_attrs.trace_link"":""1dc51e1e-c62d-4fa6-b866-76eef265595d"",""custom_endpoint.dac_input"":""null"",""custom_endpoint.dac_output"":""null"",""custom_endpoint.input"":""null"",""custom_endpoint.name"":""null"",""custom_endpoint.output"":""null"",""custom_function.additional_attrs"":""null"",""custom_function.dac_input"":""null"",""custom_function.dac_output"":""null"",""custom_function.input"":""null"",""custom_function.name"":""null"",""custom_function.output"":""null"",""edge_group.delivered"":""null"",""edge_group.delivery.status"":""null"",""edge_group.id"":""null"",""edge_group.type"":""null"",""executor.id"":""gen_ia_agent"",""executor.type"":""GenIaExecutor"",""gen_ai.client.operation.duration"":""null"",""gen_ai.request.body.preview"":""null"",""gen_ai.request.choice.count"":""null"",""gen_ai.request.model"":""null"",""gen_ai.request.temperature"":""null"",""gen_ai.request.top_p"":""null"",""gen_ai.response.finish_reasons"":""null"",""gen_ai.response.id"":""null"",""gen_ai.system.instructions"":""null"",""gen_ai.tool.call.arguments"":""null"",""gen_ai.tool.call.id"":""null"",""gen_ai.tool.call.result"":""null"",""gen_ai.tool.definitions"":""null"",""gen_ai.tool.description"":""null"",""gen_ai.tool.name"":""null"",""gen_ai.tool.type"":""null"",""gen_ai.usage.input_tokens"":""null"",""gen_ai.usage.output_tokens"":""null"",""instrumentationlibrary.name"":""agent_framework"",""otel.status_code"":""STATUS_CODE_UNSET"",""service.name"":""poc--dispatcher-agentes-credicorp"",""service.type"":""null"",""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.40.0"",""workflow.definition"":""null"",""workflow.id"":""null"",""instrumentationlibrary.version"":""1.0.0b260107""}",,6c1782946b1dc680211691f6abfd0a41,b97bef8eb2c4ee8f,a2fde0e6ae80396a,"executor.process gen_ia_agent","20957.094"
"4/15/2026, 5:52:44.881 PM",dependency,"{""gen_ai.operation.name"":""null"",""gen_ai.agent.name"":""null"",""gen_ai.agent.id"":""null"",""_MS.links"":""[{\""operation_Id\"":\""6c1782946b1dc680211691f6abfd0a41\"",\""id\"":\""5c3181a8b3535d83\""}]"",""gen_ai.provider.name"":""null"",""gen_ai.conversation.id"":""null"",""custom_attrs.additional_properties"":""AGENT_ID:aed-12e,AGENT_VERSION:V2"",""custom_attrs.operation_name"":""null"",""custom_attrs.otel_sink_server"":""localhost"",""custom_attrs.service_name"":""null"",""custom_attrs.trace_link"":""1dc51e1e-c62d-4fa6-b866-76eef265595d"",""custom_endpoint.dac_input"":""null"",""custom_endpoint.dac_output"":""null"",""custom_endpoint.input"":""null"",""custom_endpoint.name"":""null"",""custom_endpoint.output"":""null"",""custom_function.additional_attrs"":""null"",""custom_function.dac_input"":""null"",""custom_function.dac_output"":""null"",""custom_function.input"":""null"",""custom_function.name"":""null"",""custom_function.output"":""null"",""edge_group.delivered"":""true"",""edge_group.delivery.status"":""null"",""edge_group.id"":""SwitchCaseEdgeGroup/52e4716c-2ef6-4f57-9ae5-39111faad1f7"",""edge_group.type"":""SwitchCaseEdgeGroup"",""executor.id"":""null"",""executor.type"":""null"",""gen_ai.client.operation.duration"":""null"",""gen_ai.request.body.preview"":""null"",""gen_ai.request.choice.count"":""null"",""gen_ai.request.model"":""null"",""gen_ai.request.temperature"":""null"",""gen_ai.request.top_p"":""null"",""gen_ai.response.finish_reasons"":""null"",""gen_ai.response.id"":""null"",""gen_ai.system.instructions"":""null"",""gen_ai.tool.call.arguments"":""null"",""gen_ai.tool.call.id"":""null"",""gen_ai.tool.call.result"":""null"",""gen_ai.tool.definitions"":""null"",""gen_ai.tool.description"":""null"",""gen_ai.tool.name"":""null"",""gen_ai.tool.type"":""null"",""gen_ai.usage.input_tokens"":""null"",""gen_ai.usage.output_tokens"":""null"",""instrumentationlibrary.name"":""agent_framework"",""otel.status_code"":""STATUS_CODE_UNSET"",""service.name"":""poc--dispatcher-agentes-credicorp"",""service.type"":""null"",""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.40.0"",""workflow.definition"":""null"",""workflow.id"":""null"",""instrumentationlibrary.version"":""1.0.0b260107""}",,6c1782946b1dc680211691f6abfd0a41,b97bef8eb2c4ee8f,94917ac3107ca25e,"edge_group.process SwitchCaseEdgeGroup","0.115"
"4/15/2026, 5:52:44.750 PM",dependency,"{""gen_ai.operation.name"":""null"",""gen_ai.agent.name"":""null"",""gen_ai.agent.id"":""null"",""gen_ai.provider.name"":""null"",""gen_ai.conversation.id"":""null"",""custom_attrs.additional_properties"":""AGENT_ID:aed-12e,AGENT_VERSION:V2"",""custom_attrs.operation_name"":""null"",""custom_attrs.otel_sink_server"":""localhost"",""custom_attrs.service_name"":""null"",""custom_attrs.trace_link"":""1dc51e1e-c62d-4fa6-b866-76eef265595d"",""custom_endpoint.dac_input"":""null"",""custom_endpoint.dac_output"":""null"",""custom_endpoint.input"":""null"",""custom_endpoint.name"":""null"",""custom_endpoint.output"":""null"",""custom_function.additional_attrs"":""null"",""custom_function.dac_input"":""null"",""custom_function.dac_output"":""null"",""custom_function.input"":""null"",""custom_function.name"":""null"",""custom_function.output"":""null"",""edge_group.delivered"":""null"",""edge_group.delivery.status"":""null"",""edge_group.id"":""null"",""edge_group.type"":""null"",""executor.id"":""null"",""executor.type"":""null"",""gen_ai.client.operation.duration"":""null"",""gen_ai.request.body.preview"":""null"",""gen_ai.request.choice.count"":""null"",""gen_ai.request.model"":""null"",""gen_ai.request.temperature"":""null"",""gen_ai.request.top_p"":""null"",""gen_ai.response.finish_reasons"":""null"",""gen_ai.response.id"":""null"",""gen_ai.system.instructions"":""null"",""gen_ai.tool.call.arguments"":""null"",""gen_ai.tool.call.id"":""null"",""gen_ai.tool.call.result"":""null"",""gen_ai.tool.definitions"":""null"",""gen_ai.tool.description"":""null"",""gen_ai.tool.name"":""null"",""gen_ai.tool.type"":""null"",""gen_ai.usage.input_tokens"":""null"",""gen_ai.usage.output_tokens"":""null"",""instrumentationlibrary.name"":""agent_framework"",""otel.status_code"":""STATUS_CODE_UNSET"",""service.name"":""poc--dispatcher-agentes-credicorp"",""service.type"":""null"",""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.40.0"",""workflow.definition"":""null"",""workflow.id"":""null"",""instrumentationlibrary.version"":""1.0.0b260107""}",,6c1782946b1dc680211691f6abfd0a41,1678a04053bcaebb,5c3181a8b3535d83,"message.send","0.075"
"4/15/2026, 5:52:42.997 PM",dependency,"{""gen_ai.operation.name"":""chat"",""gen_ai.agent.name"":""null"",""gen_ai.agent.id"":""null"",""gen_ai.provider.name"":""azure.ai.openai"",""gen_ai.conversation.id"":""null"",""custom_attrs.additional_properties"":""AGENT_ID:aed-12e,AGENT_VERSION:V2"",""custom_attrs.operation_name"":""null"",""custom_attrs.otel_sink_server"":""localhost"",""custom_attrs.service_name"":""null"",""custom_attrs.trace_link"":""1dc51e1e-c62d-4fa6-b866-76eef265595d"",""custom_endpoint.dac_input"":""null"",""custom_endpoint.dac_output"":""null"",""custom_endpoint.input"":""null"",""custom_endpoint.name"":""null"",""custom_endpoint.output"":""null"",""custom_function.additional_attrs"":""null"",""custom_function.dac_input"":""null"",""custom_function.dac_output"":""null"",""custom_function.input"":""null"",""custom_function.name"":""null"",""custom_function.output"":""null"",""edge_group.delivered"":""null"",""edge_group.delivery.status"":""null"",""edge_group.id"":""null"",""edge_group.type"":""null"",""executor.id"":""null"",""executor.type"":""null"",""gen_ai.client.operation.duration"":""1.6877454799832776"",""gen_ai.request.body.preview"":""null"",""gen_ai.request.choice.count"":""1"",""gen_ai.request.model"":""gpt-4o-mini"",""gen_ai.request.temperature"":""0.1"",""gen_ai.request.top_p"":""0.9"",""gen_ai.response.finish_reasons"":""[\""stop\""]"",""gen_ai.response.id"":""chatcmpl-DUyhn3TdFm58psnZi9jMYTbuaQS4s"",""gen_ai.system.instructions"":""null"",""gen_ai.tool.call.arguments"":""null"",""gen_ai.tool.call.id"":""null"",""gen_ai.tool.call.result"":""null"",""gen_ai.tool.definitions"":""null"",""gen_ai.tool.description"":""null"",""gen_ai.tool.name"":""null"",""gen_ai.tool.type"":""null"",""gen_ai.usage.input_tokens"":""857"",""gen_ai.usage.output_tokens"":""47"",""instrumentationlibrary.name"":""agent_framework"",""otel.status_code"":""STATUS_CODE_UNSET"",""service.name"":""poc--dispatcher-agentes-credicorp"",""service.type"":""null"",""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.40.0"",""workflow.definition"":""null"",""workflow.id"":""null"",""instrumentationlibrary.version"":""1.0.0b260107""}",,6c1782946b1dc680211691f6abfd0a41,42c2cce8b542c04d,e9ab26a43bd3842e,"chat gpt-4o-mini","1689.056"
"4/15/2026, 5:52:42.852 PM",dependency,"{""gen_ai.operation.name"":""invoke_agent"",""gen_ai.agent.name"":""dispatcher_agent"",""gen_ai.agent.id"":""d2c3c7c4-a4fa-4873-be2e-2f17ccc2361a"",""gen_ai.provider.name"":""microsoft.agent_framework"",""gen_ai.conversation.id"":""null"",""custom_attrs.additional_properties"":""AGENT_ID:aed-12e,AGENT_VERSION:V2"",""custom_attrs.operation_name"":""null"",""custom_attrs.otel_sink_server"":""localhost"",""custom_attrs.service_name"":""null"",""custom_attrs.trace_link"":""1dc51e1e-c62d-4fa6-b866-76eef265595d"",""custom_endpoint.dac_input"":""null"",""custom_endpoint.dac_output"":""null"",""custom_endpoint.input"":""null"",""custom_endpoint.name"":""null"",""custom_endpoint.output"":""null"",""custom_function.additional_attrs"":""null"",""custom_function.dac_input"":""null"",""custom_function.dac_output"":""null"",""custom_function.input"":""null"",""custom_function.name"":""null"",""custom_function.output"":""null"",""edge_group.delivered"":""null"",""edge_group.delivery.status"":""null"",""edge_group.id"":""null"",""edge_group.type"":""null"",""executor.id"":""null"",""executor.type"":""null"",""gen_ai.client.operation.duration"":""null"",""gen_ai.request.body.preview"":""null"",""gen_ai.request.choice.count"":""1"",""gen_ai.request.model"":""gpt-4o-mini"",""gen_ai.request.temperature"":""0.1"",""gen_ai.request.top_p"":""0.9"",""gen_ai.response.finish_reasons"":""[\""stop\""]"",""gen_ai.response.id"":""chatcmpl-DUyhn3TdFm58psnZi9jMYTbuaQS4s"",""gen_ai.system.instructions"":""null"",""gen_ai.tool.call.arguments"":""null"",""gen_ai.tool.call.id"":""null"",""gen_ai.tool.call.result"":""null"",""gen_ai.tool.definitions"":""null"",""gen_ai.tool.description"":""null"",""gen_ai.tool.name"":""null"",""gen_ai.tool.type"":""null"",""gen_ai.usage.input_tokens"":""null"",""gen_ai.usage.output_tokens"":""null"",""instrumentationlibrary.name"":""agent_framework"",""otel.status_code"":""STATUS_CODE_UNSET"",""service.name"":""poc--dispatcher-agentes-credicorp"",""service.type"":""null"",""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.40.0"",""workflow.definition"":""null"",""workflow.id"":""null"",""instrumentationlibrary.version"":""1.0.0b260107""}",,6c1782946b1dc680211691f6abfd0a41,1678a04053bcaebb,42c2cce8b542c04d,"invoke_agent dispatcher_agent","1896.075"
"4/15/2026, 5:52:42.851 PM",dependency,"{""gen_ai.operation.name"":""null"",""gen_ai.agent.name"":""null"",""gen_ai.agent.id"":""null"",""gen_ai.provider.name"":""null"",""gen_ai.conversation.id"":""null"",""custom_attrs.additional_properties"":""AGENT_ID:aed-12e,AGENT_VERSION:V2"",""custom_attrs.operation_name"":""null"",""custom_attrs.otel_sink_server"":""localhost"",""custom_attrs.service_name"":""null"",""custom_attrs.trace_link"":""1dc51e1e-c62d-4fa6-b866-76eef265595d"",""custom_endpoint.dac_input"":""null"",""custom_endpoint.dac_output"":""null"",""custom_endpoint.input"":""null"",""custom_endpoint.name"":""null"",""custom_endpoint.output"":""null"",""custom_function.additional_attrs"":""null"",""custom_function.dac_input"":""null"",""custom_function.dac_output"":""null"",""custom_function.input"":""null"",""custom_function.name"":""null"",""custom_function.output"":""null"",""edge_group.delivered"":""null"",""edge_group.delivery.status"":""null"",""edge_group.id"":""null"",""edge_group.type"":""null"",""executor.id"":""dispatcher_agent"",""executor.type"":""DispatcherClassifierExecutor"",""gen_ai.client.operation.duration"":""null"",""gen_ai.request.body.preview"":""null"",""gen_ai.request.choice.count"":""null"",""gen_ai.request.model"":""null"",""gen_ai.request.temperature"":""null"",""gen_ai.request.top_p"":""null"",""gen_ai.response.finish_reasons"":""null"",""gen_ai.response.id"":""null"",""gen_ai.system.instructions"":""null"",""gen_ai.tool.call.arguments"":""null"",""gen_ai.tool.call.id"":""null"",""gen_ai.tool.call.result"":""null"",""gen_ai.tool.definitions"":""null"",""gen_ai.tool.description"":""null"",""gen_ai.tool.name"":""null"",""gen_ai.tool.type"":""null"",""gen_ai.usage.input_tokens"":""null"",""gen_ai.usage.output_tokens"":""null"",""instrumentationlibrary.name"":""agent_framework"",""otel.status_code"":""STATUS_CODE_UNSET"",""service.name"":""poc--dispatcher-agentes-credicorp"",""service.type"":""null"",""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.40.0"",""workflow.definition"":""null"",""workflow.id"":""null"",""instrumentationlibrary.version"":""1.0.0b260107""}",,6c1782946b1dc680211691f6abfd0a41,b97bef8eb2c4ee8f,1678a04053bcaebb,"executor.process dispatcher_agent","1898.98"
